'2016-09-24 11:53:05'
'2016-09-24 11:53:25'
'2016-09-24 11:53:45'
'2016-09-24 11:54:05'
'2016-09-24 11:54:26'
'2016-09-24 11:54:46'
'2016-09-24 11:55:06'
'2016-09-24 11:55:25'
'2016-09-24 11:55:46'
'2016-09-24 11:56:05'
'2016-09-24 11:56:26'
'2016-09-24 11:56:46'
'2016-09-24 11:57:07'
'2016-09-24 11:57:27'
'2016-09-24 11:57:47'
'2016-09-24 11:58:07'
'2016-09-24 11:58:27'
'2016-09-24 11:58:47'
'2016-09-24 11:59:07'
'2016-09-24 11:59:27'
'2016-09-24 11:59:46'
'2016-09-24 12:00:06'
'2016-09-24 12:00:27'
'2016-09-24 12:00:47'
'2016-09-24 12:01:07'
'2016-09-24 12:01:27'
'2016-09-24 12:01:47'
'2016-09-24 12:02:07'
'2016-09-24 12:02:27'
'2016-09-24 12:02:47'
'2016-09-24 12:03:07'
'2016-09-24 12:03:27'
'2016-09-24 12:03:47'
'2016-09-24 12:04:07'
'2016-09-24 12:04:27'
'2016-09-24 12:04:47'
'2016-09-24 12:05:07'
'2016-09-24 12:05:26'
'2016-09-24 12:05:47'
'2016-09-24 12:06:07'
'2016-09-24 12:06:27'
'2016-09-24 12:06:47'
'2016-09-24 12:07:07'
'2016-09-24 12:07:27'
'2016-09-24 12:07:47'
'2016-09-24 12:08:07'
'2016-09-24 12:08:28'
'2016-09-24 12:08:48'
'2016-09-24 12:09:08'
'2016-09-24 12:09:28'
'2016-09-24 12:09:48'
'2016-09-24 12:10:07'
'2016-09-24 12:10:28'
'2016-09-24 12:10:48'
'2016-09-24 12:11:08'
'2016-09-24 12:11:28'
'2016-09-24 12:11:48'
'2016-09-24 12:12:08'
'2016-09-24 12:12:28'
'2016-09-24 12:12:48'
'2016-09-24 12:13:08'
'2016-09-24 12:13:28'
'2016-09-24 12:13:48'
'2016-09-24 12:14:08'
'2016-09-24 12:14:28'
'2016-09-24 12:14:48'
'2016-09-24 12:15:07'
'2016-09-24 12:15:27'
'2016-09-24 12:15:48'
'2016-09-24 12:16:08'
'2016-09-24 12:16:28'
'2016-09-24 12:16:48'
'2016-09-24 12:17:08'
'2016-09-24 12:17:28'
'2016-09-24 12:17:48'
'2016-09-24 12:18:08'
'2016-09-24 12:18:28'
'2016-09-24 12:18:48'
'2016-09-24 12:19:08'
'2016-09-24 12:19:28'
'2016-09-24 12:19:48'
'2016-09-24 12:20:07'
'2016-09-24 12:20:28'
'2016-09-24 12:20:48'
'2016-09-24 12:21:08'
'2016-09-24 12:21:28'
'2016-09-24 12:21:47'
'2016-09-24 12:22:08'
'2016-09-24 12:22:28'
'2016-09-24 12:22:48'
'2016-09-24 12:23:08'
'2016-09-24 12:23:28'
'2016-09-24 12:23:48'
'2016-09-24 12:24:08'
'2016-09-24 12:24:28'
'2016-09-24 12:24:49'
'2016-09-24 12:25:09'
'2016-09-24 12:25:29'
'2016-09-24 12:25:49'
'2016-09-24 12:26:09'
'2016-09-24 12:26:28'
'2016-09-24 12:26:49'
'2016-09-24 12:27:09'
'2016-09-24 12:27:29'
'2016-09-24 12:27:49'
'2016-09-24 12:28:09'
'2016-09-24 12:28:29'
'2016-09-24 12:28:49'
'2016-09-24 12:29:08'
'2016-09-24 12:29:28'
'2016-09-24 12:29:49'
'2016-09-24 12:30:09'
'2016-09-24 12:30:29'
'2016-09-24 12:30:49'
'2016-09-24 12:31:09'
'2016-09-24 12:31:29'
'2016-09-24 12:31:49'
'2016-09-24 12:32:08'
'2016-09-24 12:32:29'
'2016-09-24 12:32:50'
'2016-09-24 12:33:10'
'2016-09-24 12:33:30'
'2016-09-24 12:33:50'
'2016-09-24 12:34:10'
'2016-09-24 12:34:29'
'2016-09-24 12:34:50'
'2016-09-24 12:35:09'
'2016-09-24 12:35:29'
'2016-09-24 12:35:49'
'2016-09-24 12:36:10'
'2016-09-24 12:36:30'
'2016-09-24 12:36:50'
'2016-09-24 12:37:10'
'2016-09-24 12:37:30'
'2016-09-24 12:37:49'
'2016-09-24 12:38:09'
